hp_number,dealer_type,is_vat_registered,tax_status,company_type,company_status
510005853,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510005861,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005879,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005887,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005895,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005903,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005911,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005929,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005937,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510005945,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005952,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005960,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005978,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005986,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510005994,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006000,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006018,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006026,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006034,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006042,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006059,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006067,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006075,עוסק פטור,f,cancelled,ישראלית חברה פרטית,חיסול ע~י בימ~ש
510006083,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006091,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006109,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006117,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006125,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006133,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006141,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006158,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006166,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006174,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006182,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006190,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006208,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006216,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006224,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006232,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006240,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006257,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006265,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006273,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006281,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006299,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006307,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006315,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006323,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006331,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006349,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006356,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006364,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006372,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006380,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006398,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006406,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006414,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006422,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006430,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006455,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510006463,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006471,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006489,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006497,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006505,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006513,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006521,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006539,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006547,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510006554,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006562,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006570,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006588,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006596,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006604,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006612,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006620,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006638,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006646,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006653,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006661,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006679,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006687,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006695,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת עקב מיזוג
510006703,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006711,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006729,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006737,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006745,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006752,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006760,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006778,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006786,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006794,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006802,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006810,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006828,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006836,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006844,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006851,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510006869,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006877,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006885,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006893,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510006901,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006919,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006927,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006935,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006943,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006950,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006968,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510006976,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510006984,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007008,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510007016,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007024,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007032,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007040,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007057,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007065,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק מרצון
510007073,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007081,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007099,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007107,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007115,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007123,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007131,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007149,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007156,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007164,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007172,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007180,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007198,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007206,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007214,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007222,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007230,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007248,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007255,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007263,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007271,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007289,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007297,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007305,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007313,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007321,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007339,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007347,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007354,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007362,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007370,עוסק פטור,f,cancelled,ישראלית חברה פרטית,חיסול ע~י בימ~ש
510007388,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007396,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007404,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007412,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007420,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007438,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007446,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007453,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007461,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007479,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007487,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007495,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007503,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007511,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007529,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007537,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007545,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007552,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007560,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007578,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007586,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007594,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007602,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007610,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007628,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007636,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007644,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007651,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007669,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007677,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007685,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007693,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007701,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007719,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007727,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007735,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007743,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007750,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007768,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007776,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007784,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007792,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510007800,עוסק פטור,f,active,ישראלית חברה ציבורית,פעילה
510007818,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007826,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007834,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007842,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007859,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007867,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007875,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007883,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007891,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510007909,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007917,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007925,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007933,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007941,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510007958,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007966,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007974,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007982,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510007990,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008006,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008014,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008022,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008030,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008048,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008055,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008063,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008071,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008089,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008097,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008105,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008113,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008121,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008139,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008147,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008154,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008162,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008170,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008188,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008196,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510008204,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008212,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510008220,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008238,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008246,עוסק פטור,f,cancelled,ישראלית חברה פרטית,פעילה זמנית
510008253,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008261,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008279,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008287,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008295,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008303,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510008311,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008329,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008345,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008352,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008360,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008378,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוסלת מרצון
510008386,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008394,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008402,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008410,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008428,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008436,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008444,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008451,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008469,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008477,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008485,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008493,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510008501,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008519,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008527,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008535,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008543,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008550,"חברה בע""מ",t,cancelled,ישראלית חברה פרטית,מחוקה
510008568,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008576,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008584,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008592,עוסק פטור,f,cancelled,ישראלית חברה פרטית,בפרוק ע~י בימ~ש
510008600,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008618,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008626,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008634,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008642,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
510008659,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008667,עוסק פטור,f,cancelled,ישראלית חברה פרטית,מחוקה
510008675,עוסק פטור,f,active,ישראלית חברה פרטית,פעילה
